year,state,month,number,date
2004,Mato Grosso,September,24.994,2004-09-01
2004,Mato Grosso,October,9.295,2004-10-01
2004,Mato Grosso,November,2.405,2004-11-01
2004,Mato Grosso,December,1.217,2004-12-01
2004,Mato Grosso,January,258,2004-01-01
2004,Mato Grosso,February,169,2004-02-01
2004,Mato Grosso,March,225,2004-03-01
2004,Mato Grosso,April,97,2004-04-01
2004,Mato Grosso,May,25,2004-05-01
2004,Mato Grosso,June,394,2004-06-01
2004,Mato Grosso,July,529,2004-07-01
2004,Mato Grosso,August,1.408,2004-08-01
2004,Mato Grosso,September,2.511,2004-09-01
2004,Mato Grosso,October,960,2004-10-01
2004,Mato Grosso,November,208,2004-11-01
2004,Mato Grosso,December,110,2004-12-01
2004,Minas Gerais,January,22,2004-01-01
2004,Minas Gerais,February,29,2004-02-01
2004,Minas Gerais,March,81,2004-03-01
2004,Minas Gerais,April,48,2004-04-01
2004,Minas Gerais,May,79,2004-05-01
2004,Minas Gerais,June,209,2004-06-01
2004,Minas Gerais,July,625,2004-07-01
2004,Minas Gerais,August,1.642,2004-08-01
2004,Minas Gerais,September,4.339,2004-09-01
2004,Minas Gerais,October,2.736,2004-10-01
2004,Minas Gerais,November,914,2004-11-01
2004,Minas Gerais,December,125,2004-12-01
2004,Pará,January,579,2004-01-01
2004,Pará,February,20,2004-02-01
2004,Pará,March,22,2004-03-01
2004,Pará,April,23,2004-04-01
2004,Pará,May,44,2004-05-01
2004,Pará,June,340,2004-06-01
2004,Pará,July,4.436,2004-07-01
2004,Pará,August,12.812,2004-08-01
2004,Pará,September,9.471,2004-09-01
2004,Pará,October,4.726,2004-10-01
2004,Pará,November,9.842,2004-11-01
2004,Pará,December,5.508,2004-12-01
2004,Paraiba,January,33,2004-01-01
2004,Paraiba,February,3,2004-02-01
2004,Paraiba,March,3,2004-03-01
2004,Paraiba,April,3,2004-04-01
2004,Paraiba,May,1,2004-05-01
2004,Paraiba,June,0,2004-06-01
2004,Paraiba,July,1,2004-07-01
2004,Paraiba,August,18,2004-08-01
2004,Paraiba,September,34,2004-09-01
2004,Paraiba,October,190,2004-10-01
2004,Paraiba,November,331,2004-11-01
2004,Paraiba,December,351,2004-12-01
2004,Paraiba,January,88,2004-01-01
2004,Paraiba,February,42,2004-02-01
2004,Paraiba,March,83,2004-03-01
2004,Paraiba,April,68,2004-04-01
2004,Paraiba,May,9,2004-05-01
2004,Paraiba,June,147,2004-06-01
2004,Paraiba,July,148,2004-07-01
2004,Paraiba,August,1.237,2004-08-01
2004,Paraiba,September,1.36,2004-09-01
2004,Paraiba,October,666,2004-10-01
2004,Paraiba,November,388,2004-11-01
2004,Paraiba,December,151,2004-12-01
2004,Pernambuco,January,29,2004-01-01
2004,Pernambuco,February,8,2004-02-01
2004,Pernambuco,March,6,2004-03-01
2004,Pernambuco,April,5,2004-04-01
2004,Pernambuco,May,2,2004-05-01
2004,Pernambuco,June,4,2004-06-01
2004,Pernambuco,July,13,2004-07-01
2004,Pernambuco,August,41,2004-08-01
2004,Pernambuco,September,192,2004-09-01
2004,Pernambuco,October,545,2004-10-01
2004,Pernambuco,November,465,2004-11-01
2004,Pernambuco,December,373,2004-12-01
2004,Piau,January,42,2004-01-01
2004,Piau,February,20,2004-02-01
2004,Piau,March,27,2004-03-01
2004,Piau,April,10,2004-04-01
2004,Piau,May,80,2004-05-01
2004,Piau,June,239,2004-06-01
2004,Piau,July,564,2004-07-01
2004,Piau,August,1.002,2004-08-01
2004,Piau,September,2.662,2004-09-01
2004,Piau,October,2.144,2004-10-01
2004,Piau,November,1.798,2004-11-01
2004,Piau,December,788,2004-12-01
2004,Rio,January,1,2004-01-01
2004,Rio,February,8,2004-02-01
2004,Rio,March,4,2004-03-01
2004,Rio,April,3,2004-04-01
2004,Rio,May,0,2004-05-01
2004,Rio,June,19,2004-06-01
2004,Rio,July,23,2004-07-01
2004,Rio,August,74,2004-08-01
2004,Rio,September,205,2004-09-01
2004,Rio,October,26,2004-10-01
2004,Rio,November,49,2004-11-01
2004,Rio,December,9,2004-12-01
2004,Rio,January,44,2004-01-01
2004,Rio,February,5,2004-02-01
2004,Rio,March,1,2004-03-01
2004,Rio,April,3,2004-04-01
2004,Rio,May,2,2004-05-01
2004,Rio,June,2,2004-06-01
2004,Rio,July,5,2004-07-01
2004,Rio,August,15,2004-08-01
2004,Rio,September,47,2004-09-01
2004,Rio,October,89,2004-10-01
2004,Rio,November,164,2004-11-01
2004,Rio,December,284,2004-12-01
2004,Rio,January,70,2004-01-01
2004,Rio,February,52,2004-02-01
2004,Rio,March,149,2004-03-01
2004,Rio,April,98,2004-04-01
2004,Rio,May,4,2004-05-01
2004,Rio,June,52,2004-06-01
2004,Rio,July,156,2004-07-01
2004,Rio,August,403,2004-08-01
2004,Rio,September,431,2004-09-01
2004,Rio,October,680,2004-10-01
2004,Rio,November,161,2004-11-01
2004,Rio,December,99,2004-12-01
2004,Rondonia,January,30,2004-01-01
2004,Rondonia,February,12,2004-02-01
2004,Rondonia,March,20,2004-03-01
2004,Rondonia,April,14,2004-04-01
2004,Rondonia,May,9,2004-05-01
2004,Rondonia,June,151,2004-06-01
2004,Rondonia,July,1.233,2004-07-01
2004,Rondonia,August,6.893,2004-08-01
2004,Rondonia,September,13.05,2004-09-01
2004,Rondonia,October,3.094,2004-10-01
2004,Rondonia,November,452,2004-11-01
2004,Rondonia,December,208,2004-12-01
2004,Roraima,January,355,2004-01-01
2004,Roraima,February,259,2004-02-01
2004,Roraima,March,276,2004-03-01
2004,Roraima,April,182,2004-04-01
2004,Roraima,May,2,2004-05-01
2004,Roraima,June,6,2004-06-01
2004,Roraima,July,2,2004-07-01
2004,Roraima,August,18,2004-08-01
2004,Roraima,September,9,2004-09-01
2004,Roraima,October,53,2004-10-01
2004,Roraima,November,135,2004-11-01
2004,Roraima,December,160,2004-12-01
2004,Santa Catarina,January,37,2004-01-01
2004,Santa Catarina,February,29,2004-02-01
2004,Santa Catarina,March,73,2004-03-01
2004,Santa Catarina,April,59,2004-04-01
2004,Santa Catarina,May,2,2004-05-01
2004,Santa Catarina,June,127,2004-06-01
2004,Santa Catarina,July,94,2004-07-01
2004,Santa Catarina,August,728,2004-08-01
2004,Santa Catarina,September,755,2004-09-01
2004,Santa Catarina,October,704,2004-10-01
2004,Santa Catarina,November,279,2004-11-01
2004,Santa Catarina,December,68,2004-12-01
2004,Sao Paulo,January,37,2004-01-01
2004,Sao Paulo,February,41,2004-02-01
2004,Sao Paulo,March,73,2004-03-01
2004,Sao Paulo,April,36,2004-04-01
2004,Sao Paulo,May,60,2004-05-01
2004,Sao Paulo,June,231,2004-06-01
2004,Sao Paulo,July,342,2004-07-01
2004,Sao Paulo,August,794,2004-08-01
2004,Sao Paulo,September,809,2004-09-01
2004,Sao Paulo,October,195,2004-10-01
2004,Sao Paulo,November,144,2004-11-01
2004,Sao Paulo,December,102,2004-12-01
2004,Sergipe,January,16,2004-01-01
2004,Sergipe,February,10,2004-02-01
2004,Sergipe,March,36,2004-03-01
2004,Sergipe,April,13,2004-04-01
2004,Sergipe,May,5,2004-05-01
2004,Sergipe,June,0,2004-06-01
2004,Sergipe,July,0,2004-07-01
2004,Sergipe,August,0,2004-08-01
2004,Sergipe,September,0,2004-09-01
2004,Sergipe,October,3,2004-10-01
2004,Sergipe,November,41,2004-11-01
2004,Sergipe,December,66,2004-12-01
2004,Tocantins,January,40,2004-01-01
2004,Tocantins,February,7,2004-02-01
2004,Tocantins,March,23,2004-03-01
2004,Tocantins,April,52,2004-04-01
2004,Tocantins,May,350,2004-05-01
2004,Tocantins,June,1.079,2004-06-01
2004,Tocantins,July,1.389,2004-07-01
2004,Tocantins,August,1.776,2004-08-01
2004,Tocantins,September,5.308,2004-09-01
2004,Tocantins,October,1.658,2004-10-01
2004,Tocantins,November,424,2004-11-01
2004,Tocantins,December,96,2004-12-01
2005,Acre,January,12,2005-01-01
2005,Acre,February,0,2005-02-01
2005,Acre,March,3,2005-03-01
2005,Acre,April,1,2005-04-01
2005,Acre,May,2,2005-05-01
2005,Acre,June,27,2005-06-01
2005,Acre,July,368,2005-07-01
2005,Acre,August,4.198,2005-08-01
2005,Acre,September,4.253,2005-09-01
2005,Acre,October,547,2005-10-01
2005,Acre,November,14,2005-11-01
2005,Acre,December,2,2005-12-01
2005,Alagoas,January,83,2005-01-01
2005,Alagoas,February,31,2005-02-01
2005,Alagoas,March,35,2005-03-01
2005,Alagoas,April,1,2005-04-01
2005,Alagoas,May,0,2005-05-01
2005,Alagoas,June,0,2005-06-01
2005,Alagoas,July,0,2005-07-01
2005,Alagoas,August,2,2005-08-01
2005,Alagoas,September,7,2005-09-01
2005,Alagoas,October,17,2005-10-01
2005,Alagoas,November,25,2005-11-01
2005,Alagoas,December,16,2005-12-01
2005,Amapa,January,109,2005-01-01
2005,Amapa,February,1,2005-02-01
2005,Amapa,March,0,2005-03-01
2005,Amapa,April,0,2005-04-01
2005,Amapa,May,0,2005-05-01
2005,Amapa,June,2,2005-06-01
2005,Amapa,July,0,2005-07-01
2005,Amapa,August,4,2005-08-01
2005,Amapa,September,97,2005-09-01
2005,Amapa,October,335,2005-10-01
2005,Amapa,November,685,2005-11-01
2005,Amapa,December,38,2005-12-01
2005,Amazonas,January,44,2005-01-01
2005,Amazonas,February,6,2005-02-01
2005,Amazonas,March,12,2005-03-01
2005,Amazonas,April,5,2005-04-01
2005,Amazonas,May,8,2005-05-01
2005,Amazonas,June,78,2005-06-01
2005,Amazonas,July,676,2005-07-01
2005,Amazonas,August,2.316,2005-08-01
2005,Amazonas,September,2.812,2005-09-01
2005,Amazonas,October,545,2005-10-01
2005,Amazonas,November,261,2005-11-01
2005,Amazonas,December,17,2005-12-01
2005,Bahia,January,303,2005-01-01
2005,Bahia,February,143,2005-02-01
2005,Bahia,March,158,2005-03-01
2005,Bahia,April,76,2005-04-01
2005,Bahia,May,120,2005-05-01
2005,Bahia,June,211,2005-06-01
2005,Bahia,July,269,2005-07-01
2005,Bahia,August,948,2005-08-01
2005,Bahia,September,4.066,2005-09-01
2005,Bahia,October,8.405,2005-10-01
2005,Bahia,November,1.595,2005-11-01
2005,Bahia,December,116,2005-12-01
2005,Ceara,January,384,2005-01-01
2005,Ceara,February,25,2005-02-01
2005,Ceara,March,5,2005-03-01
2005,Ceara,April,4,2005-04-01
2005,Ceara,May,1,2005-05-01
2005,Ceara,June,6,2005-06-01
2005,Ceara,July,14,2005-07-01
2005,Ceara,August,51,2005-08-01
2005,Ceara,September,185,2005-09-01
2005,Ceara,October,1.378,2005-10-01
2005,Ceara,November,2.483,2005-11-01
2005,Ceara,December,1.36,2005-12-01
2005,Distrito Federal,January,0,2005-01-01
2005,Distrito Federal,February,0,2005-02-01
2005,Distrito Federal,March,0,2005-03-01
2005,Distrito Federal,April,0,2005-04-01
2005,Distrito Federal,May,2,2005-05-01
2005,Distrito Federal,June,3,2005-06-01
2005,Distrito Federal,July,24,2005-07-01
2005,Distrito Federal,August,20,2005-08-01
2005,Distrito Federal,September,23,2005-09-01
2005,Distrito Federal,October,18,2005-10-01
2005,Distrito Federal,November,2,2005-11-01
2005,Distrito Federal,December,0,2005-12-01
2005,Espirito Santo,January,4,2005-01-01
2005,Espirito Santo,February,1,2005-02-01
2005,Espirito Santo,March,3,2005-03-01
2005,Espirito Santo,April,4,2005-04-01
2005,Espirito Santo,May,5,2005-05-01
2005,Espirito Santo,June,8,2005-06-01
2005,Espirito Santo,July,9,2005-07-01
2005,Espirito Santo,August,12,2005-08-01
2005,Espirito Santo,September,8,2005-09-01
2005,Espirito Santo,October,62,2005-10-01
2005,Espirito Santo,November,0,2005-11-01
2005,Espirito Santo,December,5,2005-12-01
2005,Goias,January,27,2005-01-01
2005,Goias,February,84,2005-02-01
2005,Goias,March,36,2005-03-01
2005,Goias,April,55,2005-04-01
2005,Goias,May,164,2005-05-01
2005,Goias,June,189,2005-06-01
2005,Goias,July,363,2005-07-01
2005,Goias,August,639,2005-08-01
2005,Goias,September,1.341,2005-09-01
2005,Goias,October,1.717,2005-10-01
2005,Goias,November,144,2005-11-01
2005,Goias,December,5,2005-12-01
2005,Maranhao,January,450,2005-01-01
2005,Maranhao,February,56,2005-02-01
2005,Maranhao,March,9,2005-03-01
2005,Maranhao,April,43,2005-04-01
2005,Maranhao,May,74,2005-05-01
2005,Maranhao,June,529,2005-06-01
2005,Maranhao,July,1.152,2005-07-01
2005,Maranhao,August,2.239,2005-08-01
2005,Maranhao,September,6.292,2005-09-01
2005,Maranhao,October,6.472,2005-10-01
2005,Maranhao,November,4.769,2005-11-01
2005,Maranhao,December,1.66,2005-12-01
2005,Mato Grosso,January,438,2005-01-01
2005,Mato Grosso,February,871,2005-02-01
2005,Mato Grosso,March,362,2005-03-01
2005,Mato Grosso,April,372,2005-04-01
2005,Mato Grosso,May,1.641,2005-05-01
2005,Mato Grosso,June,2.294,2005-06-01
2005,Mato Grosso,July,4.172,2005-07-01
2005,Mato Grosso,August,11.57,2005-08-01
2005,Mato Grosso,September,20.551,2005-09-01
2005,Mato Grosso,October,7.765,2005-10-01
2005,Mato Grosso,November,1.368,2005-11-01
2005,Mato Grosso,December,246,2005-12-01
2005,Mato Grosso,January,59,2005-01-01
2005,Mato Grosso,February,221,2005-02-01
2005,Mato Grosso,March,158,2005-03-01
2005,Mato Grosso,April,126,2005-04-01
2005,Mato Grosso,May,328,2005-05-01
2005,Mato Grosso,June,439,2005-06-01
2005,Mato Grosso,July,859,2005-07-01
2005,Mato Grosso,August,4.484,2005-08-01
2005,Mato Grosso,September,1.87,2005-09-01
2005,Mato Grosso,October,647,2005-10-01
2005,Mato Grosso,November,159,2005-11-01
2005,Mato Grosso,December,46,2005-12-01
2005,Minas Gerais,January,28,2005-01-01
2005,Minas Gerais,February,79,2005-02-01
2005,Minas Gerais,March,107,2005-03-01
2005,Minas Gerais,April,89,2005-04-01
2005,Minas Gerais,May,134,2005-05-01
2005,Minas Gerais,June,246,2005-06-01
2005,Minas Gerais,July,467,2005-07-01
2005,Minas Gerais,August,1.029,2005-08-01
2005,Minas Gerais,September,2.047,2005-09-01
2005,Minas Gerais,October,6.546,2005-10-01
2005,Minas Gerais,November,422,2005-11-01
2005,Minas Gerais,December,65,2005-12-01
2005,Pará,January,1.768,2005-01-01
2005,Pará,February,85,2005-02-01
2005,Pará,March,21,2005-03-01
2005,Pará,April,14,2005-04-01
2005,Pará,May,37,2005-05-01
2005,Pará,June,304,2005-06-01
2005,Pará,July,4.364,2005-07-01
2005,Pará,August,13.055,2005-08-01
2005,Pará,September,9.032,2005-09-01
2005,Pará,October,5.083,2005-10-01
2005,Pará,November,4.968,2005-11-01
2005,Pará,December,1.495,2005-12-01
2005,Paraiba,January,178,2005-01-01
2005,Paraiba,February,15,2005-02-01
2005,Paraiba,March,13,2005-03-01
2005,Paraiba,April,2,2005-04-01
2005,Paraiba,May,0,2005-05-01
2005,Paraiba,June,0,2005-06-01
2005,Paraiba,July,0,2005-07-01
2005,Paraiba,August,0,2005-08-01
2005,Paraiba,September,13,2005-09-01
2005,Paraiba,October,155,2005-10-01
2005,Paraiba,November,280,2005-11-01
2005,Paraiba,December,159,2005-12-01
2005,Paraiba,January,55,2005-01-01
2005,Paraiba,February,77,2005-02-01
2005,Paraiba,March,84,2005-03-01
2005,Paraiba,April,22,2005-04-01
2005,Paraiba,May,125,2005-05-01
2005,Paraiba,June,114,2005-06-01
2005,Paraiba,July,155,2005-07-01
2005,Paraiba,August,800,2005-08-01
2005,Paraiba,September,386,2005-09-01
2005,Paraiba,October,157,2005-10-01
2005,Paraiba,November,597,2005-11-01
2005,Paraiba,December,40,2005-12-01
2005,Pernambuco,January,221,2005-01-01
2005,Pernambuco,February,33,2005-02-01
2005,Pernambuco,March,45,2005-03-01
2005,Pernambuco,April,1,2005-04-01
2005,Pernambuco,May,1,2005-05-01
2005,Pernambuco,June,3,2005-06-01
2005,Pernambuco,July,1,2005-07-01
2005,Pernambuco,August,10,2005-08-01
2005,Pernambuco,September,154,2005-09-01
2005,Pernambuco,October,408,2005-10-01
2005,Pernambuco,November,452,2005-11-01
2005,Pernambuco,December,191,2005-12-01
2005,Piau,January,94,2005-01-01
2005,Piau,February,26,2005-02-01
2005,Piau,March,13,2005-03-01
2005,Piau,April,3,2005-04-01
2005,Piau,May,22,2005-05-01
2005,Piau,June,171,2005-06-01
2005,Piau,July,445,2005-07-01
2005,Piau,August,943,2005-08-01
2005,Piau,September,3.136,2005-09-01
2005,Piau,October,3.263,2005-10-01
2005,Piau,November,1.599,2005-11-01
2005,Piau,December,486,2005-12-01
2005,Rio,January,5,2005-01-01
2005,Rio,February,4,2005-02-01
2005,Rio,March,7,2005-03-01
2005,Rio,April,1,2005-04-01
2005,Rio,May,11,2005-05-01
2005,Rio,June,16,2005-06-01
2005,Rio,July,20,2005-07-01
2005,Rio,August,98,2005-08-01
2005,Rio,September,46,2005-09-01
2005,Rio,October,116,2005-10-01
2005,Rio,November,12,2005-11-01
2005,Rio,December,2,2005-12-01
2005,Rio,January,153,2005-01-01
2005,Rio,February,42,2005-02-01
2005,Rio,March,15,2005-03-01
2005,Rio,April,2,2005-04-01
2005,Rio,May,3,2005-05-01
2005,Rio,June,0,2005-06-01
2005,Rio,July,2,2005-07-01
2005,Rio,August,9,2005-08-01
2005,Rio,September,37,2005-09-01
2005,Rio,October,168,2005-10-01
2005,Rio,November,249,2005-11-01
2005,Rio,December,149,2005-12-01
2005,Rio,January,152,2005-01-01
2005,Rio,February,36,2005-02-01
2005,Rio,March,153,2005-03-01
2005,Rio,April,14,2005-04-01
2005,Rio,May,24,2005-05-01
2005,Rio,June,50,2005-06-01
2005,Rio,July,47,2005-07-01
2005,Rio,August,120,2005-08-01
2005,Rio,September,189,2005-09-01
2005,Rio,October,83,2005-10-01
2005,Rio,November,227,2005-11-01
2005,Rio,December,35,2005-12-01
2005,Rondonia,January,99,2005-01-01
2005,Rondonia,February,42,2005-02-01
2005,Rondonia,March,17,2005-03-01
2005,Rondonia,April,7,2005-04-01
2005,Rondonia,May,38,2005-05-01
2005,Rondonia,June,153,2005-06-01
2005,Rondonia,July,798,2005-07-01
2005,Rondonia,August,6.672,2005-08-01
2005,Rondonia,September,13.972,2005-09-01
2005,Rondonia,October,2.559,2005-10-01
2005,Rondonia,November,465,2005-11-01
2005,Rondonia,December,36,2005-12-01
2005,Roraima,January,106,2005-01-01
2005,Roraima,February,105,2005-02-01
2005,Roraima,March,244,2005-03-01
2005,Roraima,April,22,2005-04-01
2005,Roraima,May,1,2005-05-01
2005,Roraima,June,5,2005-06-01
2005,Roraima,July,2,2005-07-01
2005,Roraima,August,9,2005-08-01
2005,Roraima,September,72,2005-09-01
2005,Roraima,October,88,2005-10-01
2005,Roraima,November,135,2005-11-01
2005,Roraima,December,71,2005-12-01
2005,Santa Catarina,January,46,2005-01-01
2005,Santa Catarina,February,46,2005-02-01
2005,Santa Catarina,March,92,2005-03-01
2005,Santa Catarina,April,25,2005-04-01
2005,Santa Catarina,May,21,2005-05-01
2005,Santa Catarina,June,58,2005-06-01
2005,Santa Catarina,July,90,2005-07-01
2005,Santa Catarina,August,391,2005-08-01
2005,Santa Catarina,September,116,2005-09-01
2005,Santa Catarina,October,197,2005-10-01
2005,Santa Catarina,November,384,2005-11-01
2005,Santa Catarina,December,17,2005-12-01
2005,Sao Paulo,January,26,2005-01-01
2005,Sao Paulo,February,78,2005-02-01
2005,Sao Paulo,March,73,2005-03-01
2005,Sao Paulo,April,62,2005-04-01
2005,Sao Paulo,May,212,2005-05-01
2005,Sao Paulo,June,236,2005-06-01
2005,Sao Paulo,July,284,2005-07-01
2005,Sao Paulo,August,522,2005-08-01
2005,Sao Paulo,September,231,2005-09-01
2005,Sao Paulo,October,221,2005-10-01
2005,Sao Paulo,November,163,2005-11-01
2005,Sao Paulo,December,15,2005-12-01
2005,Sergipe,January,80,2005-01-01
2005,Sergipe,February,19,2005-02-01
2005,Sergipe,March,28,2005-03-01
2005,Sergipe,April,8,2005-04-01
2005,Sergipe,May,0,2005-05-01
2005,Sergipe,June,0,2005-06-01
2005,Sergipe,July,0,2005-07-01
2005,Sergipe,August,0,2005-08-01
2005,Sergipe,September,2,2005-09-01
2005,Sergipe,October,11,2005-10-01
2005,Sergipe,November,23,2005-11-01
2005,Sergipe,December,29,2005-12-01
2005,Tocantins,January,66,2005-01-01
2005,Tocantins,February,27,2005-02-01
2005,Tocantins,March,13,2005-03-01
2005,Tocantins,April,52,2005-04-01
2005,Tocantins,May,236,2005-05-01
2005,Tocantins,June,669,2005-06-01
2005,Tocantins,July,1.082,2005-07-01
2005,Tocantins,August,1.84,2005-08-01
2005,Tocantins,September,5.319,2005-09-01
2005,Tocantins,October,2.913,2005-10-01
2005,Tocantins,November,271,2005-11-01
2005,Tocantins,December,53,2005-12-01
2006,Acre,January,4,2006-01-01
2006,Acre,February,0,2006-02-01
2006,Acre,March,0,2006-03-01
2006,Acre,April,0,2006-04-01
2006,Acre,May,8,2006-05-01
2006,Acre,June,1,2006-06-01
2006,Acre,July,33,2006-07-01
2006,Acre,August,839,2006-08-01
2006,Acre,September,2.37,2006-09-01
2006,Acre,October,316,2006-10-01
2006,Acre,November,18,2006-11-01
2006,Acre,December,0,2006-12-01
2006,Alagoas,January,29,2006-01-01
2006,Alagoas,February,14,2006-02-01
2006,Alagoas,March,37,2006-03-01
2006,Alagoas,April,2,2006-04-01
2006,Alagoas,May,0,2006-05-01
2006,Alagoas,June,0,2006-06-01
2006,Alagoas,July,0,2006-07-01
2006,Alagoas,August,1,2006-08-01
2006,Alagoas,September,4,2006-09-01
2006,Alagoas,October,32,2006-10-01
2006,Alagoas,November,12,2006-11-01
2006,Alagoas,December,30,2006-12-01
2006,Amapa,January,6,2006-01-01
2006,Amapa,February,2,2006-02-01
2006,Amapa,March,0,2006-03-01
2006,Amapa,April,0,2006-04-01
2006,Amapa,May,0,2006-05-01
2006,Amapa,June,0,2006-06-01
2006,Amapa,July,0,2006-07-01
2006,Amapa,August,11,2006-08-01
2006,Amapa,September,112,2006-09-01
2006,Amapa,October,405,2006-10-01
2006,Amapa,November,207,2006-11-01
2006,Amapa,December,74,2006-12-01
2006,Amazonas,January,20,2006-01-01
2006,Amazonas,February,10,2006-02-01
2006,Amazonas,March,20,2006-03-01
2006,Amazonas,April,5,2006-04-01
2006,Amazonas,May,4,2006-05-01
2006,Amazonas,June,9,2006-06-01
2006,Amazonas,July,123,2006-07-01
2006,Amazonas,August,1.422,2006-08-01
2006,Amazonas,September,2.218,2006-09-01
2006,Amazonas,October,721,2006-10-01
2006,Amazonas,November,59,2006-11-01
2006,Amazonas,December,23,2006-12-01
2006,Bahia,January,225,2006-01-01
2006,Bahia,February,277,2006-02-01
2006,Bahia,March,199,2006-03-01
2006,Bahia,April,60,2006-04-01
2006,Bahia,May,43,2006-05-01
2006,Bahia,June,68,2006-06-01
2006,Bahia,July,229,2006-07-01
2006,Bahia,August,995,2006-08-01
2006,Bahia,September,3.006,2006-09-01
2006,Bahia,October,2.079,2006-10-01
2006,Bahia,November,239,2006-11-01
2006,Bahia,December,169,2006-12-01
2006,Ceara,January,211,2006-01-01
2006,Ceara,February,23,2006-02-01
2006,Ceara,March,3,2006-03-01
2006,Ceara,April,1,2006-04-01
2006,Ceara,May,0,2006-05-01
2006,Ceara,June,0,2006-06-01
